,transaction_date,owner,ticker,asset_type,type,amount,senator,est_amt,5_day_pct_change,15_day_pct_change,30_day_pct_change
1240,1/8/2020,Spouse,PRU,Stock Option,Sale,"$1,001 - $15,000",Kelly Loeffler,-8000.5,0.003511002,-0.009362673,-0.003317041
1243,1/31/2020,Spouse,TJX,Stock,Sale,"$15,001 - $50,000",Kelly Loeffler,-32500.5,0.039634137,0.049766699,-0.302138912
1244,1/31/2020,Spouse,ROST,Stock,Sale,"$15,001 - $50,000",Kelly Loeffler,-32500.5,0.046706433,0.084053817,-0.338999273
1245,1/31/2020,Spouse,AZO,Stock,Sale,"$15,001 - $50,000",Kelly Loeffler,-32500.5,0.000898024,-0.001247634,-0.195309796
1246,1/30/2020,Spouse,AZO,Stock,Sale,"$15,001 - $50,000",Kelly Loeffler,-32500.5,-0.022336044,-0.017071847,-0.067965524
1247,1/29/2020,Spouse,ROST,Stock,Sale,"$15,001 - $50,000",Kelly Loeffler,-32500.5,0.039117874,0.083486487,-0.20057758
1248,1/29/2020,Spouse,KEYS,Stock,Sale,"$100,001 - $250,000",Kelly Loeffler,-175000.5,-0.002717982,0.029270283,-0.139034106
1249,1/29/2020,Spouse,CMCSA,Stock,Sale,"$15,001 - $50,000",Kelly Loeffler,-32500.5,0.029316644,0.062326813,-0.193444241
1250,1/28/2020,Spouse,REZI,Stock,Sale,"$15,001 - $50,000",Kelly Loeffler,-32500.5,-0.090178593,-0.095535689,-0.307142825
1251,1/27/2020,Spouse,REZI,Stock,Sale,"$100,001 - $250,000",Kelly Loeffler,-175000.5,-0.066543376,-0.077634027,-0.214417723
1252,1/21/2020,Spouse,DFS,Stock,Purchase,"$250,001 - $500,000",Kelly Loeffler,375000.5,-0.100979857,-0.094765848,-0.198354271
1256,1/24/2020,Spouse,REZI,Stock,Sale,"$50,001 - $100,000",Kelly Loeffler,-75000.5,-0.105448137,-0.134446372,-0.239015838
1259,1/13/2020,Joint,ENTG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.076980707,0.045198744,-0.006573471
1260,1/13/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.012265224,-0.003449603,-0.044844771
1261,1/30/2020,Joint,BAC,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,0.035543644,0.026284518,-0.273770552
1262,1/30/2020,Joint,BAC,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.035543644,0.026284518,-0.273770552
1263,1/29/2020,Joint,GLW,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.002116248,-0.002116248,-0.271607683
1264,1/29/2020,Joint,AXTA,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,0.062611177,0.054784738,-0.360725759
1265,1/28/2020,Joint,AAPL,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.003651418,0.021083571,-0.130965082
1266,1/27/2020,Joint,WPX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.013300071,-0.026600141,-0.639235225
1267,1/27/2020,Joint,GPK,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.03958593,-0.004263088,-0.156516546
1268,1/24/2020,Joint,BAC,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.021168804,0.039057556,-0.341981959
1269,1/24/2020,Joint,WPX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.045527207,-0.050319496,-0.718849852
1270,1/24/2020,Joint,DD,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.138238716,-0.105910125,-0.40436849
1271,1/24/2020,Joint,DD,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,-0.138238716,-0.105910125,-0.40436849
1272,1/23/2020,Joint,CDLX,Stock,Sale,"$1,000,001 - $5,000,000","David A Perdue , Jr",-3000000.5,-0.024879015,0.071988021,-0.444252474
1273,1/22/2020,Joint,GPK,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.028398711,-0.012688574,-0.134138837
1274,1/21/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.012873917,0.020068182,-0.189700881
1275,1/14/2020,Joint,GPK,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.00180954,-0.027744279,-0.18395657
1276,1/14/2020,Joint,ENTG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.068804764,0.059195502,-0.041831377
1277,1/13/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.012265224,-0.003449603,-0.044844771
1278,1/10/2020,Joint,AAPL,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.02706803,-0.005381326,-0.069494734
1279,1/10/2020,Joint,ENTG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.079063536,0.007066081,0.018597298
1280,1/10/2020,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.020462331,-0.006062897,-0.020841199
1281,1/7/2020,Joint,FEYE,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.04818282,-0.098568228,-0.136563853
1282,1/6/2020,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1286,1/21/2020,Spouse,MA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.00515646,0.027925462,-0.060789613
1287,1/13/2020,Spouse,KSS,Stock,Sale,"$1,001 - $15,000",Pat Roberts,-8000.5,-0.003886889,-0.066724282,-0.135823872
1288,1/13/2020,Spouse,NFLX,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.002390027,0.088781999,0.118966055
1289,1/10/2020,Spouse,AMZN,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.009792085,0.064274897,0.047568956
1290,1/10/2020,Spouse,NFLX,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,0.032274809,0.08798059,0.094332198
1291,1/6/2020,Spouse,MA,Stock,Sale,"$50,001 - $100,000",Pat Roberts,-75000.5,0.047805954,0.064626061,0.145369729
1292,1/6/2020,Spouse,NVDA,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,0.062937566,0.046022046,0.327512153
1293,1/6/2020,Spouse,AMZN,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,-0.006085489,-0.026081521,0.140492288
1294,1/13/2020,Spouse,ETY,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,0.014996036,0.004196537,-0.044403504
1295,1/14/2020,Spouse,BABA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,-0.018190694,-0.02768336,-0.094750347
1296,1/6/2020,Spouse,NFLX,Stock,Sale,"$15,001 - $50,000",Pat Roberts,-32500.5,0.009201164,0.037786984,0.149956877
1304,1/13/2020,Self,PG,Stock,Sale,"$100,001 - $250,000",James M Inhofe,-175000.5,0.009689336,0.01222437,-0.032079574
1305,1/13/2020,Self,BFAM,Stock,Sale,"$50,001 - $100,000",James M Inhofe,-75000.5,-0.006542386,0.030388267,0.004280018
1317,12/16/2019,Spouse,CMCSA,Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,8000.5,0.013094451,0.047654264,0.018802856
1318,12/11/2019,Spouse,C,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,0.031369785,0.054930374,0.015353954
1320,1/3/2020,Joint,RF,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,-0.025044702,-0.078711973,-0.027429887
1321,1/2/2020,Joint,ENTG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.023935531,0.097312089,0.142766358
1322,1/2/2020,Joint,ENTG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.023935531,0.097312089,0.142766358
1323,12/31/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1324,12/31/2019,Joint,BAH,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,0.041192265,0.101926137,0.075943779
1325,12/31/2019,Joint,DOW,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.036543005,-0.081856311,-0.117485707
1326,12/31/2019,Joint,KMI,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.000472205,0.027869738,0.048611097
1327,12/30/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.054044243,-0.040623828,0.041349271
1328,12/23/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.013133915,-0.045603794,-0.031010594
1329,12/19/2019,Joint,ACA,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.018793675,0.002622381,-0.023630071
1330,12/19/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.002166828,-0.057782606,-0.061032882
1331,12/19/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.002166828,-0.057782606,-0.061032882
1332,12/18/2019,Joint,FDX,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,0.038335873,0.066526067,-0.020563783
1333,12/17/2019,Joint,PAA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.042517974,0.029265605,-0.061364427
1334,12/16/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.023524987,0.063853586,-0.011202432
1335,12/16/2019,Joint,ENTG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.011455593,0.01718339,0.054900081
1336,12/16/2019,Joint,LNG,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.022541608,0.012577596,-0.02254167
1337,12/13/2019,Joint,SUN,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.006844938,0.024445937,0.032268603
1338,12/13/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.033271005,0.08635512,-0.008598114
1339,12/12/2019,Joint,IP,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,-0.012671797,-0.056056686,-0.079682234
1340,12/11/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.053403538,0.05114707,-0.020308421
1341,12/10/2019,Joint,PAA,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.005552393,0.037201426,-0.013325835
1342,12/10/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.00256034,0.017922449,-0.040965649
1343,12/9/2019,Joint,TRGP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.030777634,0.12201178,0.081890564
1344,12/9/2019,Joint,TRGP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.030777634,0.12201178,0.081890564
1345,12/6/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.024119416,0.055512971,0.012633994
1346,12/5/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1347,12/3/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.124640097,0.116001635,0.106540527
1348,12/3/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.124640097,0.116001635,0.106540527
1349,12/31/2019,Self,BIV,Stock,Purchase,"$100,001 - $250,000",John Hoeven,175000.5,0.003095449,0.012152912,0.020707407
1350,12/31/2019,Self,VFIJX,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,0,0.000947881,0.005887065
1351,12/31/2019,Self,SLB,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,-0.019651874,-0.093781186,-0.124823121
1352,12/31/2019,Self,MPC,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,-0.028713691,-0.081659709,-0.012448187
1353,12/23/2019,Self,TGBAX,Stock,Sale,"$100,001 - $250,000",John Hoeven,-175000.5,0.008506695,0.001786793,0.002736361
1354,12/23/2019,Self,REZI,Stock,Sale,"$1,001 - $15,000",John Hoeven,-8000.5,-0.005004126,-0.004170158,-0.134278539
1355,12/23/2019,Self,KHC,Stock,Sale,"$100,001 - $250,000",John Hoeven,-175000.5,0.006579044,-0.010024933,-0.08959899
1356,12/23/2019,Self,GTX,Stock,Sale,"$1,001 - $15,000",John Hoeven,-8000.5,-0.04857145,-0.027619044,-0.147619066
1357,12/10/2019,Self,PPL,Stock,Purchase,"$15,001 - $50,000",Patrick J Toomey,32500.5,0.064201316,0.047929,0.080769317
1360,12/17/2019,Spouse,UAA,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.052529181,-0.037451292,-0.01848245
1361,12/17/2019,Spouse,UAA,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.052529181,-0.037451292,-0.01848245
1362,12/17/2019,Spouse,BP,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.011971285,0.036445784,-0.038840129
1366,12/19/2019,Joint,IBM,Stock,Sale,"$1,001 - $15,000",Sheldon Whitehouse,-8000.5,0.005276347,0.015160591,0.1081302
1367,11/26/2019,Spouse,KHC,Stock Option,Sale,"$1,001 - $15,000",Roy Blunt,-8000.5,0.01837876,0.042008585,0.007548484
1368,12/2/2019,Spouse,MDLZ,Stock Option,Sale,"$50,001 - $100,000",Roy Blunt,-75000.5,0.025170217,0.035768254,0.041326223
1371,2/4/2019,Self,EDIT,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,-0.088544069,-0.054313124,0.100410807
1372,1/29/2019,Self,MSFT,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.041577519,0.045343011,0.117048723
1373,3/1/2019,Self,DHR,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,-0.021366466,0.015026888,0.031562202
1374,6/25/2019,Self,PYPL,Stock,Sale,"$15,001 - $50,000",James M Inhofe,-32500.5,0.015117054,0.038185905,-0.068245413
1387,10/11/2018,Self,MTUM,Stock,Purchase,"$1,001 - $15,000",John N Kennedy,8000.5,0.021284445,0.009994358,-0.057375562
1391,11/19/2019,Self,PRU,Stock,Purchase,"$100,001 - $250,000",John Hoeven,175000.5,0.014646155,-0.000601245,0.008482296
1392,11/19/2019,Self,BSTZ,Stock,Purchase,"$100,001 - $250,000",John Hoeven,175000.5,-0.00948125,-0.005488996,0.034112499
1393,12/4/2019,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",8000.5,-0.00131496,0.017092314,-0.076258565
1394,11/5/2019,Self,GE,Stock,Sale,"$1,001 - $15,000",Patrick J Toomey,-8000.5,0.041020964,0.034639898,-0.000911406
1395,11/6/2019,Self,ET,Stock,Sale,"$1,001 - $15,000",Patrick J Toomey,-8000.5,-0.089722621,-0.031810722,0.053833715
1396,11/19/2019,Child,NDAQ,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,8000.5,-0.002284068,-0.011230588,0.035234546
1397,11/19/2019,Child,NDAQ,Stock,Sale,"$1,001 - $15,000",Patrick J Toomey,-8000.5,-0.002284068,-0.011230588,0.035234546
1401,11/29/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.017926773,0.077162882,0.0311769
1402,11/26/2019,Joint,URBN,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.037461756,0.070718669,0.008792031
1403,11/26/2019,Joint,URBN,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,-0.037461756,0.070718669,0.008792031
1404,11/21/2019,Joint,AM,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.059548236,0.20123205,0.50102677
1405,11/20/2019,Joint,FEYE,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.01459428,-0.046117866,0.026853533
1406,11/20/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1407,11/19/2019,Joint,ENTG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.019453569,0.007864342,0.04656459
1408,11/19/2019,Joint,FEYE,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.027630765,-0.046443322,0.011757722
1409,11/14/2019,Joint,SPY,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,0.00232602,0.017186281,0.042347417
1410,11/14/2019,Joint,CTSH,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,0.00777528,-0.003987449,-0.020041911
1411,11/14/2019,Joint,GPK,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.033192442,0.005431493,0.007545164
1412,11/14/2019,Joint,XOM,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,0.017080266,0.014744565,0.014306651
1413,11/12/2019,Joint,TCP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.003051804,-0.044506706,0.10935898
1414,11/12/2019,Joint,CBS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1415,11/12/2019,Joint,LGF-B,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,-0.020925064,-0.017621129,0.077092491
1416,11/11/2019,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.020134094,-0.069351205,-0.022371325
1417,11/11/2019,Joint,FDX,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",175000.5,-0.028548444,-0.068072599,-0.066350022
1418,11/11/2019,Joint,CBS,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,,,
1419,11/11/2019,Joint,SPY,Stock,Sale,"$100,001 - $250,000","David A Perdue , Jr",-175000.5,0.011902048,0.003891518,0.046892617
1420,11/11/2019,Joint,DVN,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,,,
1421,11/11/2019,Joint,CBS,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",175000.5,,,
1422,11/11/2019,Joint,RF,Stock,Purchase,"$100,001 - $250,000","David A Perdue , Jr",175000.5,-0.01132965,-0.0208706,0.035261473
1423,11/11/2019,Joint,LGF-B,Stock,Purchase,"$50,001 - $100,000","David A Perdue , Jr",75000.5,-0.002219807,-0.02330744,0.09544946
1424,11/11/2019,Joint,CBS,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1425,11/11/2019,Joint,SPY,Stock,Sale,"$500,001 - $1,000,000","David A Perdue , Jr",-750000.5,0.011902048,0.003891518,0.046892617
1426,11/11/2019,Joint,FDX,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",32500.5,-0.028548444,-0.068072599,-0.066350022
1427,11/11/2019,Joint,DVN,Stock,Purchase,"$50,001 - $100,000","David A Perdue , Jr",75000.5,,,
1428,11/11/2019,Joint,LGF-B,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.002219807,-0.02330744,0.09544946
1429,11/11/2019,Joint,LGF-B,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.002219807,-0.02330744,0.09544946
1430,11/8/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1431,11/8/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1432,11/8/2019,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.002252237,-0.054054021,-0.020270244
1433,11/8/2019,Joint,FEYE,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.00813477,-0.049970874,-0.027309665
1434,11/7/2019,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.020044517,-0.042316191,-0.044543456
1435,11/7/2019,Joint,ACA,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.010082841,0.013702023,0.169079537
1436,11/6/2019,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.006741528,-0.042696563,-0.026966222
1437,11/4/2019,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.015908984,-0.020454629,0.002272712
1446,11/4/2019,Spouse,MCD,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,0.0210961,0.017120793,0.048337911
1447,11/4/2019,Spouse,RTN,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,,,
1448,11/4/2019,Spouse,MO,Stock,Sale,"$1,001 - $15,000",Thomas R Carper,-8000.5,0.017763228,0.080263211,0.114693076
1449,11/4/2019,Spouse,TSM,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,-0.016638665,0.005047582,0.10730975
1450,11/4/2019,Spouse,DRI,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,8000.5,0.030734604,0.04245162,0.045606124
1451,11/27/2019,Joint,PAGP,Stock,Sale,"$1,001 - $15,000",Rafael E Cruz,-8000.5,-0.041503121,0.047672467,0.073471538
1452,11/12/2019,Spouse,MA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,0.029479578,0.035000342,0.07959889
1453,11/4/2019,Spouse,NOC,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,0.02738701,0.026653273,0.018987569
1454,11/4/2019,Spouse,NOC,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,32500.5,0.02738701,0.026653273,0.018987569
1455,11/4/2019,Spouse,DIS,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,8000.5,0.028739142,0.126166077,0.118079155
1458,11/5/2019,Self,IVZ,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,-0.01184793,-0.014655286,0.030822173
1459,11/5/2019,Self,XOM,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,-0.039450106,-0.048173579,-0.032526633
1460,11/4/2019,Self,TWO,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,0.033165114,0.039653915,0.076423909
1461,11/4/2019,Self,XOM,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,-0.006721054,-0.026914231,-0.016041018
1462,11/4/2019,Self,EXC,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,-0.010786423,0.000747638,0.019099621
1463,11/4/2019,Self,CVX,Stock,Purchase,"$50,001 - $100,000",John Hoeven,75000.5,-0.006251398,-0.016645149,-0.014817564
1466,10/31/2018,Joint,BBT,Corporate Bond,Sale,"$15,001 - $50,000",Patrick J Toomey,-32500.5,,,
1469,8/1/2018,Joint,BBT,Corporate Bond,Purchase,"$15,001 - $50,000",Patrick J Toomey,32500.5,,,
1488,10/15/2019,Spouse,MSFT,Stock,Sale,"$1,001 - $15,000",Shelley M Capito,-8000.5,-0.03673091,0.020414027,0.077539838
1491,10/8/2019,Joint,RPM,Stock,Sale,"$15,001 - $50,000",Daniel S Sullivan,-32500.5,0.035922135,0.10653939,0.120935755
1492,10/29/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1493,10/23/2019,Joint,NFLX,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,0.074390917,0.04364654,0.116452234
1494,10/28/2019,Joint,PEP,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.010324306,-0.018379011,0.004792204
1495,10/28/2019,Joint,AAPL,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,0.033928812,0.07569532,0.081252939
1496,10/28/2019,Joint,AAPL,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.033928812,0.07569532,0.081252939
1497,10/28/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1498,10/29/2019,Joint,DIS,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.015214704,0.145968661,0.139867226
1499,10/30/2019,Joint,TCP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.025839773,0.004134475,0.013436776
1500,10/31/2019,Joint,ALB,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,,,
1501,9/30/2019,Joint,EAF,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.047656189,-0.09531253,0.033593764
1502,9/30/2019,Joint,MSFT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.013738088,-0.004315787,0.050924145
1503,9/30/2019,Joint,COP,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.041769,-0.010472859,0.041691259
1504,9/30/2019,Joint,STT,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.049163709,0.104916478,0.233147491
1505,9/30/2019,Joint,PG,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,-0.01238139,-0.03649567,-0.03447281
1506,9/30/2019,Joint,DIS,Stock,Sale,"$15,001 - $50,000","David A Perdue , Jr",-32500.5,0.004450524,-0.000460436,0.049263427
1507,9/30/2019,Joint,USB,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.02547878,0.015359551,0.05963141
1508,9/30/2019,Joint,KO,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.010470188,-0.003857453,-0.047758999
1509,9/30/2019,Joint,MSM,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.057906983,-0.019578002,0.055168703
1510,9/30/2019,Joint,PEP,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,0.009044579,-0.007148003,-0.034354579
1511,9/30/2019,Joint,XOM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.036680478,-0.026483571,0.008189858
1512,9/30/2019,Joint,NWSA,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.015086189,-0.019396589,-0.055316143
1513,9/30/2019,Joint,SYK,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.015534092,-0.005686598,-0.082663065
1514,9/30/2019,Joint,BOIVF,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.064748288,0.019184639,0.071942309
1515,9/30/2019,Joint,ORCL,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.004179495,0.006285503,0.030014253
1516,9/30/2019,Joint,FOX,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.03329106,0.017438192,0.084971445
1517,9/30/2019,Joint,BK,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,-0.06569339,0.010174786,0.092475967
1518,9/30/2019,Joint,BKNG,Stock,Sale,"$1,001 - $15,000","David A Perdue , Jr",-8000.5,-0.00563022,0.030383013,-0.033919091
1519,9/30/2019,Joint,ANTM,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",8000.5,0.003873264,0.054019138,0.162640521
